ccode,scode,country,year,democ,autoc,polity,polity2,durable,xconst,CL,legalfoia,implemented,exemptions,anyoneaccess,fees,foi,investigations,evidence,subpoena,publicreports,minorityreport,staffing,lop,duplicate,CL_recoded,spii,region
2,"USA","United States",1970,10,0,10,10,161,7,,1,.25,.25,0,0,0,1,1,1,1,0,.9,.72,1,0,.24,1
2,"USA","United States",1971,10,0,10,10,162,7,,1,.25,.25,0,0,0,1,1,1,1,0,.9,.72,1,0,.24,1
2,"USA","United States",1972,10,0,10,10,163,7,1,1,.25,.25,0,0,0,1,1,1,1,0,.9,.72,1,1,.5733333,1
2,"USA","United States",1973,10,0,10,10,164,7,1,1,.25,.25,0,0,0,1,1,1,1,0,.9,.72,1,1,.5733333,1
2,"USA","United States",1974,10,0,10,10,165,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,.9,.72,1,1,.7608333,1
2,"USA","United States",1975,10,0,10,10,166,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1976,10,0,10,10,167,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1977,10,0,10,10,168,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1978,10,0,10,10,169,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1979,10,0,10,10,170,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1980,10,0,10,10,171,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1981,10,0,10,10,172,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1982,10,0,10,10,173,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1983,10,0,10,10,174,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1984,10,0,10,10,175,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1985,10,0,10,10,176,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1986,10,0,10,10,177,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1987,10,0,10,10,178,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1988,10,0,10,10,179,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1989,10,0,10,10,180,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1990,10,0,10,10,181,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1991,10,0,10,10,182,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1992,10,0,10,10,183,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1993,10,0,10,10,184,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1994,10,0,10,10,185,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1995,10,0,10,10,186,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1996,10,0,10,10,187,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1997,10,0,10,10,188,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1998,10,0,10,10,189,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",1999,10,0,10,10,190,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",2000,10,0,10,10,191,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",2001,10,0,10,10,192,7,1,1,.75,.75,1,1,.5625,1,1,1,1,0,1,.8,1,1,.7875,1
2,"USA","United States",2002,10,0,10,10,193,7,1,1,.75,.75,.75,1,.421875,1,1,1,1,0,1,.8,1,1,.740625,1
2,"USA","United States",2003,10,0,10,10,194,7,1,1,.75,.75,.75,1,.421875,1,1,1,1,0,1,.8,1,1,.740625,1
2,"USA","United States",2004,10,0,10,10,195,7,1,1,.75,.75,.75,1,.421875,1,1,1,1,0,1,.8,1,1,.740625,1
2,"USA","United States",2005,10,0,10,10,196,7,1,1,.75,.75,.75,1,.421875,1,1,1,1,0,1,.8,1,1,.740625,1
2,"USA","United States",2006,10,0,10,10,197,7,1,1,.75,.75,.75,1,.421875,1,1,1,1,0,1,.8,1,1,.740625,1
20,"CAN","Canada",1970,10,0,10,10,82,7,,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,0,.0333333,1
20,"CAN","Canada",1971,10,0,10,10,83,7,,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,0,.0333333,1
20,"CAN","Canada",1972,10,0,10,10,84,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1973,10,0,10,10,85,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1974,10,0,10,10,86,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1975,10,0,10,10,87,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1976,10,0,10,10,88,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1977,10,0,10,10,89,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1978,10,0,10,10,90,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1979,10,0,10,10,91,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1980,10,0,10,10,92,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1981,10,0,10,10,93,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1982,10,0,10,10,94,7,1,0,0,0,0,0,0,1,1,0,0,0,.25,.1,1,1,.3666667,1
20,"CAN","Canada",1983,10,0,10,10,95,7,1,1,1,.25,1,1,.25,1,1,0,0,0,.25,.1,1,1,.45,1
20,"CAN","Canada",1984,10,0,10,10,96,7,1,1,1,.25,1,1,.25,1,1,0,0,0,.25,.1,1,1,.45,1
20,"CAN","Canada",1985,10,0,10,10,97,7,1,1,1,.25,1,1,.25,1,1,0,0,0,.25,.1,1,1,.45,1
20,"CAN","Canada",1986,10,0,10,10,98,7,1,1,1,.25,1,1,.25,.5,1,1,0,0,.25,.125,1,1,.4583333,1
20,"CAN","Canada",1987,10,0,10,10,99,7,1,1,1,.25,1,1,.25,.5,1,1,0,0,.25,.125,1,1,.4583333,1
20,"CAN","Canada",1988,10,0,10,10,100,7,1,1,1,.25,1,1,.25,.5,1,1,0,0,.25,.125,1,1,.4583333,1
20,"CAN","Canada",1989,10,0,10,10,101,7,1,1,1,.25,1,1,.25,.5,1,1,0,0,.25,.125,1,1,.4583333,1
20,"CAN","Canada",1990,10,0,10,10,102,7,1,1,1,.25,1,1,.25,.5,1,1,0,0,.25,.125,1,1,.4583333,1
20,"CAN","Canada",1991,10,0,10,10,103,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1992,10,0,10,10,104,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1993,10,0,10,10,105,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1994,10,0,10,10,106,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1995,10,0,10,10,107,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1996,10,0,10,10,108,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1997,10,0,10,10,109,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1998,10,0,10,10,110,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",1999,10,0,10,10,111,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2000,10,0,10,10,112,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2001,10,0,10,10,113,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2002,10,0,10,10,114,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2003,10,0,10,10,115,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2004,10,0,10,10,116,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2005,10,0,10,10,117,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
20,"CAN","Canada",2006,10,0,10,10,118,7,1,1,1,.25,1,1,.25,1,1,1,1,1,1,1,1,1,.75,1
40,"CUB","Cuba",1970,0,7,-7,-7,9,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1971,0,7,-7,-7,10,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1972,0,7,-7,-7,11,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1973,0,7,-7,-7,12,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1974,0,7,-7,-7,13,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1975,0,7,-7,-7,14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1976,0,7,-7,-7,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1977,0,7,-7,-7,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1978,0,7,-7,-7,17,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1979,0,7,-7,-7,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1980,0,7,-7,-7,19,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1981,0,7,-7,-7,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1982,0,7,-7,-7,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1983,0,7,-7,-7,22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1984,0,7,-7,-7,23,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1985,0,7,-7,-7,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1986,0,7,-7,-7,25,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1987,0,7,-7,-7,26,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1988,0,7,-7,-7,27,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1989,0,7,-7,-7,28,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1990,0,7,-7,-7,29,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1991,0,7,-7,-7,30,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1992,0,7,-7,-7,31,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1993,0,7,-7,-7,32,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1994,0,7,-7,-7,33,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1995,0,7,-7,-7,34,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1996,0,7,-7,-7,35,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1997,0,7,-7,-7,36,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1998,0,7,-7,-7,37,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",1999,0,7,-7,-7,38,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2000,0,7,-7,-7,39,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2001,0,7,-7,-7,40,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2002,0,7,-7,-7,41,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2003,0,7,-7,-7,42,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2004,0,7,-7,-7,43,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2005,0,7,-7,-7,44,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,"CUB","Cuba",2006,0,7,-7,-7,45,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1970,0,9,-9,-9,12,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1971,0,10,-10,-10,13,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1972,0,10,-10,-10,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1973,0,10,-10,-10,15,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1974,0,10,-10,-10,16,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1975,0,10,-10,-10,17,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1976,0,10,-10,-10,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1977,0,9,-9,-9,19,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1978,0,9,-9,-9,20,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1979,0,9,-9,-9,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1980,0,9,-9,-9,22,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1981,0,9,-9,-9,23,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1982,0,9,-9,-9,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1983,0,9,-9,-9,25,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1984,0,9,-9,-9,26,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1985,0,9,-9,-9,27,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1986,-88,-88,-88,-8,0,-88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1987,-88,-88,-88,-8,0,-88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1988,0,7,-7,-7,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1989,0,6,-6,-6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1990,7,0,7,7,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.5,.1666667,1
41,"HAI","Haiti",1991,0,7,-7,-7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1992,0,7,-7,-7,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1993,0,7,-7,-7,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",1994,7,0,7,7,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3333333,.1111111,1
41,"HAI","Haiti",1995,7,0,7,7,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3333333,.1111111,1
41,"HAI","Haiti",1996,7,0,7,7,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3333333,.1111111,1
41,"HAI","Haiti",1997,7,0,7,7,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3333333,.1111111,1
41,"HAI","Haiti",1998,7,0,7,7,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.3333333,.1111111,1
41,"HAI","Haiti",1999,-88,-88,-88,2,0,-88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2000,1,3,-2,-2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2001,1,3,-2,-2,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2002,1,3,-2,-2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2003,1,3,-2,-2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2004,-88,-88,-88,0,0,-88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2005,-88,-88,-88,3,0,-88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,"HAI","Haiti",2006,6,1,5,5,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1970,1,4,-3,-3,4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1971,1,4,-3,-3,5,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1972,1,4,-3,-3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1973,1,4,-3,-3,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1974,1,4,-3,-3,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1975,1,4,-3,-3,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1976,1,4,-3,-3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1977,1,4,-3,-3,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1978,6,0,6,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",1979,6,0,6,6,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1980,6,0,6,6,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1981,6,0,6,6,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",1982,6,0,6,6,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",1983,6,0,6,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1984,6,0,6,6,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1985,6,0,6,6,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1986,6,0,6,6,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1987,6,0,6,6,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1988,6,0,6,6,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1989,6,0,6,6,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1990,6,0,6,6,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1991,6,0,6,6,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1992,6,0,6,6,14,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1993,6,0,6,6,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1994,5,0,5,5,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1995,5,0,5,5,17,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,"DOM","Dominican Rep",1996,8,0,8,8,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1997,8,0,8,8,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1998,8,0,8,8,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",1999,8,0,8,8,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
42,"DOM","Dominican Rep",2000,8,0,8,8,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",2001,8,0,8,8,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",2002,8,0,8,8,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",2003,8,0,8,8,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",2004,8,0,8,8,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",2005,8,0,8,8,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
42,"DOM","Dominican Rep",2006,8,0,8,8,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1970,10,0,10,10,11,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,"JAM","Jamaica",1971,10,0,10,10,12,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,"JAM","Jamaica",1972,10,0,10,10,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1973,10,0,10,10,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1974,10,0,10,10,15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1975,10,0,10,10,16,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1976,10,0,10,10,17,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1977,10,0,10,10,18,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1978,10,0,10,10,19,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1979,10,0,10,10,20,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1980,10,0,10,10,21,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1981,10,0,10,10,22,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1982,10,0,10,10,23,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1983,10,0,10,10,24,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1984,10,0,10,10,25,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1985,10,0,10,10,26,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1986,10,0,10,10,27,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.6666667,.2222222,1
51,"JAM","Jamaica",1987,10,0,10,10,28,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1988,10,0,10,10,29,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1989,10,0,10,10,30,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
51,"JAM","Jamaica",1990,10,0,10,10,31,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.8333333,.2777778,1
